active_employee,active_self_employed,active_unemployed,Inactive
0.118642,0.098902,0.06617,0.299124
0.121486,0.092169,0.046486,0.320181
0.125843,0.075056,0.050899,0.317416
0.123898,0.100327,0.053877,0.279687
0.121627,0.10793,0.052048,0.279825
0.128515,0.099465,0.046479,0.295724
0.125584,0.088756,0.046279,0.295926
0.116882,0.099248,0.052322,0.284544
0.114011,0.107016,0.040614,0.255377
0.114463,0.120031,0.045708,0.281238
0.122398,0.105862,0.063635,0.267533
0.110976,0.105033,0.04621,0.274591
0.119931,0.107295,0.043308,0.273636
0.11914,0.091422,0.060494,0.271932
0.115594,0.108288,0.048528,0.255616
0.118516,0.129798,0.046174,0.260642
0.109803,0.099406,0.054742,0.265966
0.091839,0.091152,0.047943,0.225284
0.121198,0.145246,0.048415,0.250358
0.120733,0.095497,0.052565,0.282618
0.081294,0.115981,0.027965,0.32688
0.106228,0.112718,0.031652,0.257885
0.102297,0.122526,0.036844,0.271493
0.09697,0.113969,0.032668,0.257354
0.104322,0.124932,0.029546,0.260806
0.102775,0.132169,0.030832,0.272422
0.088195,0.11095,0.032034,0.240539
0.110998,0.101555,0.033561,0.3128
0.098021,0.110474,0.028726,0.253725
0.103531,0.110565,0.028935,0.309397
0.108443,0.114182,0.029603,0.317324
0.119621,0.110141,0.037545,0.273793
0.081742,0.121719,0.029577,0.282278
0.104228,0.124169,0.030976,0.286227
0.107246,0.102841,0.032812,0.278493
0.080941,0.108613,0.027845,0.274991
0.111986,0.109648,0.037288,0.301132
0.105835,0.094499,0.040329,0.301396
0.112446,0.090088,0.035681,0.30408
0.114455,0.110385,0.041317,0.295757
0.112216,0.110511,0.033523,0.290057
0.085943,0.109094,0.029647,0.291639
0.121572,0.101983,0.041315,0.30298
0.108014,0.106049,0.036967,0.295118
0.11203,0.085742,0.040564,0.297528
0.120438,0.091917,0.05515,0.297648
0.070293,0.135848,0.027841,0.317109
0.062166,0.121655,0.023466,0.279848
0.072452,0.130045,0.024796,0.234239
0.074307,0.108233,0.030037,0.245676
0.079098,0.127503,0.023652,0.237844
0.06126,0.127123,0.026821,0.283447
0.072231,0.133687,0.023824,0.213809
0.056723,0.146368,0.025657,0.263215
0.06926,0.134322,0.025045,0.268924
0.098446,0.10375,0.029731,0.286578
0.07735,0.103134,0.026068,0.234473
0.073326,0.126443,0.017898,0.304417
0.108856,0.08676,0.033279,0.302219
0.075496,0.112227,0.027707,0.214921
0.090041,0.10605,0.025119,0.242526
0.08616,0.106451,0.038916,0.328589
0.101072,0.107539,0.024575,0.287879
0.085795,0.116878,0.029114,0.24557
0.090028,0.116667,0.023077,0.270798
0.094072,0.097056,0.032421,0.311548
0.080805,0.106249,0.02782,0.283517
0.089321,0.115438,0.026954,0.287852
0.091756,0.110982,0.022235,0.299155
0.077166,0.094301,0.034391,0.181553
0.070122,0.084972,0.052223,0.315401
0.094646,0.0796,0.0427,0.225351
0.096478,0.077108,0.049305,0.28443
0.102602,0.080301,0.050861,0.227113
0.081236,0.097172,0.042659,0.182684
0.10276,0.072799,0.049146,0.275953
0.101374,0.083888,0.047877,0.256661
0.108798,0.07566,0.048534,0.300293
0.101899,0.080151,0.053808,0.249847
0.11928,0.069051,0.055641,0.28479
0.094223,0.081242,0.053332,0.268066
0.162338,0.072887,0.072352,0.239927
0.125763,0.069951,0.05611,0.262539
0.119461,0.090114,0.053746,0.25469
0.134922,0.073218,0.05918,0.265098
0.12467,0.072553,0.059157,0.275643
0.117951,0.092032,0.051331,0.250683
0.128813,0.079038,0.055786,0.243922
0.127597,0.083778,0.055738,0.25088
0.11103,0.089245,0.045584,0.251533
0.097388,0.122495,0.036703,0.209637
0.098096,0.117779,0.036906,0.202075
0.106936,0.09486,0.04903,0.265483
0.111764,0.079984,0.037789,0.224329
0.07375,0.112437,0.027497,0.205265
0.096119,0.110445,0.031258,0.207085
0.082309,0.118824,0.026874,0.195951
0.070436,0.127555,0.019157,0.24927
0.091684,0.118211,0.036,0.219895
0.090416,0.113757,0.037958,0.255334
0.107319,0.082636,0.035093,0.258747
0.114497,0.084023,0.034066,0.265455
0.11197,0.096992,0.024882,0.280589
0.098416,0.084266,0.027666,0.195354
0.109982,0.094732,0.029459,0.256123
0.098472,0.097835,0.02812,0.228778
0.109375,0.10084,0.023372,0.269301
0.101666,0.098589,0.024621,0.28717
0.122589,0.101093,0.021865,0.245424
0.115596,0.088073,0.022141,0.258716
0.114987,0.086379,0.026763,0.266611
0.100112,0.091129,0.035501,0.229939
0.107292,0.096735,0.024797,0.238522
0.102997,0.094557,0.024954,0.241101
0.104323,0.095257,0.023124,0.251872
0.105898,0.095174,0.021448,0.300634
0.1036,0.092351,0.023784,0.266124
0.088605,0.097054,0.030906,0.256476
0.111578,0.07458,0.031046,0.29972
0.098291,0.087095,0.02086,0.328933
0.093807,0.089709,0.033015,0.258083
0.098572,0.097928,0.021104,0.321065
0.094941,0.101765,0.02329,0.301142
0.092249,0.085324,0.044393,0.259078
0.102136,0.083668,0.048241,0.295226
0.093181,0.100225,0.032125,0.249202
0.093325,0.089175,0.052004,0.218789
0.101153,0.105877,0.049882,0.257052
0.088196,0.11113,0.044519,0.277234
0.111233,0.086602,0.0524,0.272513
0.123404,0.060182,0.053409,0.265046
0.094694,0.084746,0.049619,0.261975
0.113401,0.060914,0.062234,0.349949
0.110889,0.06672,0.046971,0.311983
0.112241,0.059842,0.053504,0.279092
0.105307,0.080423,0.051141,0.292136
0.109639,0.067565,0.055399,0.265189
0.100144,0.076282,0.060182,0.310302
0.127262,0.072978,0.047334,0.315398
0.126056,0.068478,0.045908,0.296023
0.107849,0.064081,0.04903,0.2759
0.109295,0.058864,0.047126,0.312582
0.110058,0.060952,0.043829,0.322529
0.099381,0.057718,0.048007,0.289529
0.127198,0.059132,0.047504,0.331963
0.097111,0.080943,0.039846,0.23511
0.114804,0.066846,0.054717,0.274975
0.11017,0.074336,0.048011,0.243767
0.086113,0.076743,0.039598,0.217401
0.069475,0.108169,0.035942,0.192261
0.097044,0.081792,0.055608,0.251316
0.085483,0.087391,0.046148,0.213663
0.102628,0.09773,0.029032,0.33859
0.097877,0.111599,0.030017,0.291381
0.100023,0.09909,0.038049,0.29902
0.096605,0.100349,0.034573,0.312781
0.106219,0.121652,0.033704,0.298343
0.119831,0.101995,0.040241,0.287928
0.094748,0.106377,0.033267,0.257173
0.105934,0.104027,0.038859,0.245005
0.105186,0.099348,0.049236,0.267588
0.104451,0.124154,0.039525,0.230386
0.105414,0.126325,0.03743,0.208345
0.103688,0.1156,0.041537,0.223431
0.106522,0.099622,0.0569,0.265406
0.094784,0.11943,0.042781,0.209486
0.095521,0.12527,0.033427,0.221982
0.097751,0.131006,0.037893,0.226219
0.102608,0.120815,0.044129,0.212159
0.098245,0.119187,0.040961,0.266194
0.100985,0.108243,0.033593,0.274754
0.113118,0.111507,0.055796,0.286017
0.101676,0.120039,0.040424,0.23404
0.103928,0.12655,0.04477,0.237861
0.096798,0.141546,0.041619,0.213101
0.110575,0.128378,0.044831,0.234985
0.105952,0.141126,0.044048,0.230736
0.111564,0.109428,0.044956,0.266045
0.119711,0.127299,0.04892,0.253615
0.109369,0.139388,0.041013,0.236042
0.06788,0.125133,0.027365,0.261557
0.100443,0.09069,0.042559,0.250412
0.070619,0.112371,0.033419,0.188144
0.07326,0.091575,0.036489,0.236827
0.059837,0.11752,0.026089,0.223911
0.098605,0.075034,0.048871,0.268913
0.068644,0.091162,0.028668,0.178455
0.052136,0.105293,0.023348,0.143829
0.059731,0.108948,0.027023,0.164785
0.074425,0.112088,0.027966,0.245602
0.061561,0.101592,0.031061,0.172909
0.120982,0.079344,0.067001,0.341109
0.068759,0.097587,0.027333,0.218877
0.059544,0.114433,0.023156,0.19113
0.094818,0.099926,0.036404,0.271174
0.054731,0.117519,0.017008,0.222123
0.083906,0.090236,0.032189,0.194313
0.070495,0.108642,0.025268,0.183856
0.07165,0.110882,0.024881,0.212678
0.066957,0.096881,0.02144,0.181495
0.092694,0.096884,0.03967,0.274679
0.113123,0.110445,0.052927,0.297028
0.06805,0.087967,0.044221,0.254772
0.070557,0.1,0.026338,0.172056
0.060836,0.089857,0.027925,0.168146
0.057977,0.110956,0.022491,0.20102
0.083443,0.118376,0.041128,0.246243
0.07154,0.099222,0.036081,0.206843
0.063324,0.096533,0.029464,0.206088
0.076892,0.083422,0.027985,0.189899
0.067366,0.086707,0.030487,0.241436
0.089563,0.088837,0.030919,0.253448
0.096657,0.091939,0.040981,0.248315
0.091252,0.102486,0.030847,0.226796
0.094029,0.116751,0.041939,0.27387
0.098194,0.108878,0.0449,0.229331
0.058976,0.113891,0.027457,0.344273
0.070723,0.103434,0.039947,0.308672
0.061794,0.101649,0.037907,0.359341
0.105008,0.086097,0.057303,0.33384
0.09454,0.095117,0.048176,0.316479
0.078593,0.114271,0.041899,0.221559
0.065074,0.139769,0.033726,0.277267
0.061262,0.112285,0.040456,0.327114
0.111311,0.058279,0.051443,0.416379
0.097096,0.069414,0.052243,0.363201
0.064412,0.138633,0.027082,0.302298
0.074535,0.116151,0.039877,0.310719
0.077284,0.121954,0.039213,0.356218
0.075023,0.132771,0.050115,0.267852
0.067547,0.108443,0.03676,0.366341
0.06175,0.127949,0.037886,0.291897
0.072809,0.106961,0.043757,0.307127
0.070019,0.127506,0.037907,0.361529
0.047853,0.136823,0.018664,0.414679
0.062075,0.093112,0.040559,0.328923
0.093535,0.084823,0.046309,0.327831
0.067723,0.120692,0.032652,0.293506
0.083672,0.102003,0.051329,0.34359
0.077573,0.098493,0.043789,0.318997
0.104339,0.078661,0.017065,0.364538
0.122559,0.066074,0.022664,0.277545
0.111765,0.07443,0.020648,0.315246
0.099985,0.075535,0.017319,0.256586
0.107799,0.076741,0.023398,0.294568
0.103363,0.065593,0.023798,0.348923
0.105103,0.054976,0.036157,0.265922
0.107125,0.063577,0.028002,0.305531
0.116555,0.046695,0.036871,0.273135
0.109261,0.057422,0.037484,0.325491
0.106328,0.052994,0.033559,0.296158
0.11593,0.073341,0.031099,0.306496
0.106909,0.05747,0.031659,0.277059
0.109995,0.059937,0.039017,0.274614
0.108108,0.068073,0.020081,0.372695
0.111049,0.064027,0.032253,0.233355
0.102172,0.065939,0.030096,0.245154
0.106841,0.077289,0.016021,0.331674
0.102463,0.064714,0.023029,0.252296
0.108004,0.051663,0.034719,0.283888
0.11337,0.091184,0.021373,0.29655
0.107647,0.077941,0.032206,0.286324
0.113631,0.063799,0.040223,0.284916
0.102998,0.077987,0.030449,0.348144
0.102539,0.068389,0.038709,0.308958
0.106614,0.078245,0.033534,0.301033
0.109667,0.085703,0.026503,0.283205
0.106305,0.078605,0.025756,0.305431
0.115529,0.066766,0.03541,0.280811
0.119391,0.079503,0.040503,0.301277
0.10815,0.07864,0.036925,0.290228
0.114845,0.084022,0.032773,0.265806
0.09791,0.074852,0.029646,0.307133
0.120129,0.079107,0.03133,0.239769
0.103655,0.07424,0.037428,0.323998
0.107564,0.07581,0.039568,0.267997
0.12734,0.057732,0.050191,0.319261
0.108864,0.07662,0.070172,0.287354
0.11401,0.07991,0.04538,0.292345
0.128814,0.084294,0.057175,0.241055
0.115649,0.08433,0.020104,0.362184
0.117475,0.074662,0.023438,0.331254
0.106958,0.083872,0.020862,0.387906
0.103013,0.0814,0.02442,0.324195
0.10917,0.084698,0.026019,0.323872
0.120203,0.075406,0.031858,0.276816
0.118252,0.086251,0.035546,0.243329
0.104111,0.085531,0.019861,0.304752
0.10264,0.072892,0.031225,0.378546
0.121454,0.066877,0.036052,0.286186
0.102295,0.104923,0.024866,0.260487
0.09863,0.099738,0.02569,0.332259
0.111616,0.072554,0.029724,0.322169
0.112471,0.069137,0.045898,0.294161
0.101685,0.085607,0.047293,0.315573
0.1052,0.088416,0.022488,0.390742
0.111188,0.070468,0.030441,0.340383
0.107818,0.082698,0.022297,0.331358
0.106386,0.071106,0.023793,0.338712
0.109357,0.06863,0.021843,0.329481
0.102244,0.106297,0.023691,0.30985
0.112415,0.079897,0.023802,0.259694
0.105753,0.082225,0.031759,0.243515
0.110908,0.080949,0.034089,0.262051
0.105252,0.082668,0.029202,0.248845
0.110789,0.076485,0.025288,0.315059
0.109589,0.07626,0.022878,0.297416
0.104624,0.072135,0.030606,0.310105
0.113834,0.073253,0.027227,0.230779
0.107593,0.084299,0.02175,0.289189
0.108471,0.086003,0.031391,0.247796
0.109508,0.081494,0.040429,0.188137
0.103381,0.063567,0.038599,0.252514
0.094303,0.078512,0.023022,0.357733
0.105769,0.090734,0.022727,0.300175
0.100379,0.085721,0.024209,0.26334
0.10565,0.077542,0.019915,0.289548
0.114295,0.084967,0.019775,0.310876
0.10472,0.078631,0.033248,0.263196
0.095491,0.073905,0.031051,0.256487
0.103698,0.066102,0.034361,0.325116
0.114236,0.067073,0.051643,0.297163
0.104906,0.067498,0.031851,0.273922
0.111023,0.078182,0.026292,0.239508
0.104877,0.070099,0.041163,0.283929
0.103901,0.07416,0.03502,0.28119
0.092871,0.092737,0.037255,0.287322
0.092458,0.073099,0.046683,0.302077
0.115278,0.07065,0.033144,0.241314
0.104821,0.085803,0.025947,0.260652
0.112379,0.070928,0.027784,0.328439
0.106887,0.076825,0.027676,0.319389
0.100279,0.071754,0.039994,0.290251
0.110217,0.081255,0.036364,0.270314
0.108748,0.069179,0.041454,0.254913
0.1077,0.076996,0.020942,0.332231
0.102588,0.082906,0.032623,0.339849
0.107749,0.075575,0.026972,0.304491
0.102003,0.089117,0.021115,0.318739
0.107346,0.069379,0.026094,0.32043
0.105622,0.091226,0.019548,0.279891
0.108983,0.078468,0.022419,0.334735
0.106162,0.098125,0.017582,0.364032
0.10866,0.08087,0.027202,0.297456
0.112017,0.086449,0.019655,0.255673
0.106689,0.082698,0.018769,0.314846
0.112477,0.087555,0.02443,0.207575
0.112154,0.09165,0.014452,0.34622
0.111803,0.071603,0.017731,0.32431
0.106828,0.08283,0.024617,0.302214
0.115448,0.080586,0.022862,0.277378
0.096623,0.103896,0.021472,0.338701
0.093037,0.091631,0.020592,0.220394
0.105104,0.087571,0.020651,0.226281
0.105505,0.07877,0.034354,0.226678
0.087837,0.092306,0.021505,0.27552
0.103601,0.077504,0.027372,0.227215
0.102257,0.078336,0.03066,0.21715
0.110003,0.085945,0.024375,0.197689
0.106237,0.066409,0.026151,0.218323
0.110499,0.078102,0.027692,0.236591
0.105905,0.073777,0.026923,0.254499
0.080175,0.062421,0.01409,0.341271
0.11992,0.077713,0.021817,0.247255
0.112408,0.082,0.02032,0.267041
0.121442,0.069836,0.020053,0.263497
0.107914,0.100413,0.017603,0.278433
0.097103,0.115364,0.015979,0.310272
0.087969,0.107813,0.022344,0.312031
0.109906,0.080202,0.017971,0.314124
0.118043,0.085758,0.020178,0.290567
0.121814,0.074286,0.021024,0.290902
0.098753,0.089744,0.014322,0.270848
0.121465,0.08075,0.021635,0.256899
0.107754,0.082229,0.017932,0.260097
0.107094,0.093793,0.020975,0.317701
0.093048,0.092472,0.016036,0.313328
0.096915,0.079056,0.024229,0.316598
0.108182,0.07107,0.018484,0.250609
0.119877,0.078896,0.022209,0.243804
0.108785,0.074595,0.01734,0.261574
0.111612,0.068399,0.022534,0.278765
0.116652,0.071697,0.017491,0.22839
0.098472,0.120852,0.018984,0.321809
0.099902,0.075664,0.021823,0.217959
0.110336,0.073878,0.023102,0.269883
0.10147,0.081969,0.022422,0.291584
0.095829,0.089871,0.020192,0.301556
0.105329,0.087941,0.023768,0.299475
0.095859,0.089021,0.017804,0.289769
0.096996,0.075105,0.02224,0.272007
0.094138,0.07023,0.02977,0.226322
0.11333,0.080127,0.019113,0.27481
0.111509,0.068408,0.031199,0.252484
0.112284,0.072106,0.031929,0.193525
0.104321,0.077682,0.02969,0.222369
0.117325,0.067477,0.03003,0.280729
0.122355,0.064516,0.040236,0.259799
0.133586,0.056534,0.040254,0.376673
0.097939,0.071109,0.035664,0.247464
0.116362,0.055659,0.036235,0.253455
0.107961,0.064798,0.032399,0.283172
0.114802,0.049531,0.048258,0.415808
0.110695,0.061353,0.038326,0.240744
0.110734,0.065737,0.031534,0.279442
0.100367,0.074519,0.03648,0.229331
0.10998,0.090676,0.041442,0.250244
0.101494,0.075067,0.03648,0.237074
0.112926,0.078958,0.035192,0.291663
0.104367,0.078855,0.040867,0.274152
0.097751,0.079873,0.031334,0.237313
0.104827,0.079456,0.039183,0.215324
0.102968,0.080835,0.040566,0.261899
0.098339,0.084276,0.028534,0.233772
0.099321,0.087765,0.038963,0.23901
0.105921,0.078787,0.038085,0.25235
0.103329,0.080949,0.042089,0.248191
0.104222,0.085683,0.039726,0.20673
0.097656,0.094835,0.026441,0.308126
0.087595,0.121266,0.018734,0.318734
0.108597,0.083991,0.032351,0.256227
0.077345,0.103985,0.022129,0.289612
0.091904,0.083946,0.035813,0.232706
0.092625,0.098847,0.019586,0.27257
0.100941,0.085054,0.029818,0.233533
0.098298,0.081388,0.022693,0.282021
0.08328,0.116075,0.023241,0.303292
0.079675,0.075818,0.024475,0.283054
0.095632,0.100343,0.027833,0.278047
0.086834,0.09938,0.025092,0.24119
0.098145,0.074498,0.023029,0.295827
0.093393,0.081311,0.025688,0.289322
0.089306,0.093925,0.024636,0.264278
0.092488,0.113508,0.023565,0.311428
0.095501,0.099946,0.023438,0.302263
0.078067,0.101389,0.018693,0.338971
0.086092,0.105444,0.021523,0.337493
0.0978,0.083351,0.0179,0.276688
0.103898,0.089037,0.018902,0.315995
0.110732,0.075863,0.020026,0.220167
0.096608,0.076428,0.026621,0.307571
0.109025,0.085876,0.023896,0.271389
0.108971,0.075801,0.021885,0.272199
0.10617,0.073432,0.030699,0.369505
0.093447,0.078323,0.024272,0.23469
0.101983,0.084124,0.016628,0.257544
0.101509,0.081608,0.024175,0.209563
0.095361,0.078381,0.023802,0.222408
0.095277,0.073464,0.023356,0.297664
0.097599,0.070541,0.019583,0.219415
0.100974,0.073475,0.01819,0.273561
0.094139,0.079401,0.018279,0.284588
0.086707,0.090559,0.016534,0.215406
0.090667,0.090788,0.018375,0.220019
0.097837,0.083452,0.019486,0.308713
0.102053,0.082354,0.019936,0.300225
0.103663,0.09545,0.016981,0.321643
0.093456,0.094312,0.017989,0.282851
0.09778,0.068352,0.022338,0.322097
0.108438,0.078337,0.022453,0.254873
0.099897,0.075693,0.030659,0.321402
0.109225,0.059989,0.04386,0.273911
0.098155,0.080369,0.023057,0.341568
0.106716,0.081546,0.033389,0.227173
0.104856,0.06085,0.034294,0.304249
0.098342,0.071553,0.025513,0.293865
0.103508,0.072264,0.024437,0.303194
0.114106,0.055358,0.045029,0.284861
0.107606,0.064292,0.033203,0.291428
0.110523,0.064627,0.044719,0.222124
0.103996,0.073493,0.027471,0.265787
0.111814,0.065668,0.028619,0.234831
0.121157,0.05238,0.038716,0.286495
0.100512,0.081639,0.02575,0.256767
0.115219,0.057545,0.035672,0.256607
0.111016,0.069921,0.026865,0.218229
0.109041,0.054819,0.043831,0.281978
0.094089,0.082771,0.020921,0.246027
0.108347,0.073212,0.02595,0.189584
0.107243,0.069491,0.029922,0.261326
0.108249,0.063135,0.027455,0.295839
0.106214,0.074801,0.025523,0.195151
0.10824,0.060479,0.026113,0.321878
0.115035,0.061297,0.032361,0.292429
0.101584,0.073308,0.025789,0.293232
0.104563,0.053398,0.035628,0.235467
0.122496,0.115691,0.025167,0.29263
0.118636,0.051211,0.080771,0.550865
0.111717,0.111965,0.020211,0.324489
0.125715,0.114423,0.025143,0.290575
0.131917,0.093069,0.027669,0.27739
0.123339,0.092504,0.028254,0.338666
0.11722,0.131197,0.018328,0.305512
0.125088,0.081208,0.054177,0.385795
0.138454,0.078589,0.046873,0.37613
0.132573,0.133689,0.034197,0.228968
0.108447,0.12503,0.031138,0.252804
0.123634,0.093304,0.031615,0.29405
0.130425,0.109495,0.02787,0.299625
0.122122,0.128199,0.038331,0.247984
0.155776,0.112288,0.064117,0.308988
0.115175,0.118247,0.031132,0.202569
0.118146,0.104542,0.027516,0.330503
0.154279,0.105342,0.05606,0.294658
0.104736,0.128811,0.033862,0.246259
0.110199,0.138298,0.030643,0.259366
0.120851,0.123511,0.024748,0.25373
0.138377,0.112264,0.059368,0.295503
0.113458,0.11577,0.02636,0.33359
0.117633,0.132396,0.044171,0.23444
0.116307,0.077355,0.037192,0.367518
0.115634,0.14497,0.049994,0.2221
0.118935,0.115675,0.057279,0.320387
0.104818,0.140462,0.031815,0.302838
0.123331,0.147973,0.054989,0.226754
0.11891,0.105504,0.052316,0.344087
0.099121,0.126346,0.036134,0.337706
0.096989,0.121589,0.036131,0.322486
0.1076,0.122268,0.021461,0.391219
0.126571,0.070126,0.03266,0.293936
0.122205,0.067081,0.03059,0.295031
0.11856,0.075088,0.014783,0.365632
0.116144,0.077586,0.024295,0.288715
0.131829,0.073478,0.01921,0.258855
0.126716,0.071556,0.025165,0.274784
0.135363,0.086269,0.022539,0.279275
0.12727,0.081799,0.027309,0.255557
0.117179,0.073453,0.033529,0.274801
0.134345,0.081731,0.026644,0.237999
0.131339,0.074105,0.036638,0.221797
0.112567,0.058155,0.046175,0.367777
0.129579,0.078819,0.023772,0.274552
0.128634,0.070884,0.038339,0.268469
0.120229,0.077926,0.024173,0.311387
0.12684,0.041335,0.060814,0.434842
0.137584,0.075303,0.040086,0.286264
0.144873,0.06999,0.051667,0.354729
0.126939,0.080247,0.030231,0.229186
0.115425,0.090087,0.040006,0.336642
0.111882,0.095232,0.028507,0.304869
0.095415,0.085898,0.043258,0.390187
0.123094,0.091632,0.035517,0.299708
0.103956,0.069696,0.03473,0.449847
0.121623,0.057958,0.022828,0.299049
0.10827,0.062837,0.041121,0.443709
0.123024,0.058009,0.025745,0.327847
0.122612,0.070515,0.040275,0.405086
0.109316,0.074526,0.027865,0.333059
0.118539,0.064438,0.025155,0.269584
0.12887,0.081739,0.024174,0.270609
0.114609,0.060174,0.029572,0.424599
0.110391,0.065682,0.028012,0.257624
0.11848,0.071547,0.01811,0.277516
0.122807,0.06522,0.030668,0.283782
0.121055,0.071447,0.04153,0.407725
0.126247,0.08657,0.024889,0.247685
0.124361,0.068978,0.028814,0.262193
0.121197,0.07581,0.026342,0.303364
0.129419,0.06641,0.046739,0.372578
0.120725,0.067625,0.025925,0.314228
0.128116,0.068709,0.030138,0.266402
0.113477,0.080692,0.034116,0.252964
0.125528,0.079718,0.037876,0.231606
0.12123,0.07522,0.05523,0.323712
0.136151,0.052074,0.054193,0.418711
0.120349,0.081689,0.023455,0.284859
0.12092,0.06173,0.037089,0.318557
0.120104,0.074543,0.024804,0.307311
0.121347,0.063045,0.036266,0.297475
0.128814,0.07591,0.027436,0.25689
0.11618,0.092502,0.023204,0.276243
0.109222,0.079491,0.024828,0.250574
0.116073,0.058359,0.040626,0.309205
0.118107,0.093614,0.026802,0.320339
0.120135,0.097064,0.021557,0.363202
0.114716,0.066312,0.021542,0.407994
0.120574,0.087453,0.042421,0.403981
0.105638,0.083207,0.016823,0.462564
0.118955,0.078393,0.024961,0.392616
0.126969,0.070253,0.031159,0.362469
0.114588,0.067544,0.025572,0.38347
0.143821,0.067863,0.033055,0.295872
0.095823,0.107562,0.020475,0.509692
0.127497,0.079579,0.021037,0.357522
0.108222,0.091716,0.019911,0.520788
0.11128,0.110329,0.017691,0.449306
0.125793,0.087625,0.028922,0.41931
0.11082,0.091872,0.019945,0.470955
0.115358,0.091827,0.028007,0.453512
0.105226,0.122939,0.019291,0.436514
0.103809,0.112746,0.027636,0.466658
0.113043,0.058957,0.023478,0.259478
0.108932,0.082011,0.021786,0.300342
0.096114,0.101876,0.016673,0.288341
0.100518,0.11194,0.014012,0.32516
0.110758,0.084681,0.023071,0.249006
0.111873,0.070099,0.017725,0.230605
0.099592,0.081325,0.028857,0.303342
0.102531,0.096847,0.02145,0.299764
0.102276,0.089157,0.020259,0.239625
0.109761,0.097118,0.020277,0.257204
0.107631,0.077241,0.017981,0.241685
0.11121,0.090149,0.018721,0.261756
0.104278,0.086174,0.016992,0.270658
0.110458,0.085017,0.019564,0.226874
0.111169,0.084734,0.022059,0.292017
0.114128,0.085135,0.019533,0.243366
0.109366,0.09052,0.016562,0.29012
0.097178,0.110758,0.019048,0.336861
0.097499,0.105467,0.019256,0.342297
0.110908,0.083609,0.017933,0.301885
0.102817,0.099106,0.02058,0.287871
0.102903,0.073135,0.026338,0.347054
0.109168,0.070463,0.018112,0.358516
0.111702,0.068823,0.031264,0.300043
0.099103,0.083509,0.019571,0.247563
0.10332,0.079724,0.032361,0.35193
0.096494,0.070342,0.039003,0.327472
0.114163,0.078844,0.021584,0.271495
0.10726,0.084249,0.040951,0.264206
0.11027,0.074673,0.03437,0.278437
0.110008,0.068627,0.03333,0.272446
0.108619,0.069569,0.037027,0.250572
0.117124,0.070274,0.031051,0.306701
0.119562,0.067515,0.024976,0.269578
0.111143,0.069677,0.028022,0.241219
0.102745,0.069979,0.019234,0.218345
0.110379,0.096101,0.01922,0.299012
0.103925,0.108224,0.018879,0.284299
0.096619,0.080234,0.023667,0.310923
0.10383,0.074507,0.022644,0.274549
0.098098,0.089826,0.020017,0.305873
0.11476,0.067177,0.014742,0.282889
0.099844,0.070796,0.033628,0.252264
0.099665,0.071762,0.019088,0.201443
0.109288,0.082438,0.026054,0.252685
0.113402,0.086627,0.024055,0.281787
0.11307,0.075473,0.024283,0.251734
0.107653,0.08538,0.025033,0.254902
0.11248,0.077341,0.031154,0.279478
0.10995,0.091776,0.020294,0.306679
0.092754,0.11362,0.019866,0.363441
0.110237,0.094796,0.015156,0.319131
0.105079,0.077411,0.018192,0.285579
0.11223,0.070181,0.021913,0.309446
0.095526,0.108136,0.017447,0.314908
0.101921,0.113116,0.01496,0.279992
0.097756,0.10604,0.016117,0.317066
0.099504,0.117852,0.015937,0.292755
0.0913,0.104585,0.01788,0.273599
0.10142,0.105709,0.019712,0.255949
0.104211,0.107913,0.01814,0.287367
0.099457,0.120333,0.020027,0.304141
0.109322,0.0834,0.024151,0.261311
0.102141,0.070031,0.023887,0.17366
0.106747,0.070426,0.026841,0.239596
0.113897,0.079275,0.022488,0.278272
0.104106,0.077784,0.026059,0.258489
0.114389,0.076792,0.020769,0.202258
0.102953,0.084369,0.017216,0.316954
0.116267,0.074589,0.030483,0.260453
0.112458,0.075663,0.02271,0.248171
0.11817,0.074925,0.027489,0.242709
0.102745,0.099053,0.017258,0.290897
0.098191,0.105068,0.016612,0.309491
0.102716,0.11333,0.01583,0.311027
0.096808,0.082193,0.018864,0.270626
0.101645,0.132826,0.0178,0.336484
0.107119,0.096743,0.025939,0.286002
0.107695,0.105806,0.022844,0.280144
0.102344,0.105547,0.027369,0.271655
0.098931,0.105547,0.018117,0.321323
0.0943,0.099224,0.016285,0.3096
0.097941,0.099921,0.019799,0.282735
0.09252,0.094474,0.019258,0.299609
0.099538,0.117272,0.01761,0.312726
0.099855,0.112154,0.018648,0.325354
0.102784,0.105363,0.01736,0.293744
0.087052,0.09915,0.02068,0.306932
0.081425,0.12311,0.021058,0.32257
0.091371,0.104615,0.021137,0.32
0.091021,0.112269,0.020973,0.309527
0.098313,0.113723,0.024184,0.315298
0.087408,0.11068,0.02161,0.317218
0.097382,0.085653,0.028433,0.274494
0.097723,0.100685,0.026189,0.269943
0.099801,0.093015,0.021879,0.352989
0.089396,0.122206,0.016484,0.310509
0.10434,0.108693,0.015355,0.317737
0.102376,0.107674,0.022731,0.295163
0.103033,0.084817,0.03017,0.293893
0.09383,0.127795,0.015638,0.278436
0.106737,0.092014,0.027883,0.24091
0.105109,0.110098,0.017375,0.290556
0.108971,0.089708,0.037402,0.251406
0.105776,0.080662,0.030728,0.254691
0.107095,0.09332,0.030662,0.227226
0.121841,0.089003,0.038977,0.277238
0.109818,0.074196,0.031972,0.252476
